===============================================================================
Id,AMZN,len,datetime,open,high,low,close,volume,openinterest,adjclose,,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,AMZN,
2555,AMZN,2555,2021-02-26 23:59:59.999989,3095.2,3122.44,3036.7,3092.93,4273500.0,0.0,3092.929932,,2555,2021-02-26 23:59:59.999989,3095.2,3122.44,3036.7,3092.93,4273500.0,0.0,SmaCross,2555,737847.9999999999,Broker,2555,11799.160000000007,11799.160000000007,BuySell,2555,,,BuySell,2555,,,DataTrades,2555,,
2556,AMZN,2556,2021-03-01 23:59:59.999989,3127.89,3149.56,3097.99,3146.14,2729100.0,0.0,3146.139893,,2556,2021-03-01 23:59:59.999989,3127.89,3149.56,3097.99,3146.14,2729100.0,0.0,SmaCross,2556,737850.9999999999,Broker,2556,11799.160000000007,11799.160000000007,BuySell,2556,,,BuySell,2556,,,DataTrades,2556,,
2557,AMZN,2557,2021-03-02 23:59:59.999989,3143.47,3163.52,3087.12,3094.53,2590000.0,0.0,3094.530029,,2557,2021-03-02 23:59:59.999989,3143.47,3163.52,3087.12,3094.53,2590000.0,0.0,SmaCross,2557,737851.9999999999,Broker,2557,11799.160000000007,11799.160000000007,BuySell,2557,,,BuySell,2557,,,DataTrades,2557,,
2558,AMZN,2558,2021-03-03 23:59:59.999989,3081.18,3107.78,2995.0,3005.0,3967200.0,0.0,3005.0,,2558,2021-03-03 23:59:59.999989,3081.18,3107.78,2995.0,3005.0,3967200.0,0.0,SmaCross,2558,737852.9999999999,Broker,2558,11799.160000000007,11799.160000000007,BuySell,2558,,,BuySell,2558,,,DataTrades,2558,,
2559,AMZN,2559,2021-03-04 23:59:59.999989,3012.0,3058.13,2945.43,2977.57,5458700.0,0.0,2977.570068,,2559,2021-03-04 23:59:59.999989,3012.0,3058.13,2945.43,2977.57,5458700.0,0.0,SmaCross,2559,737853.9999999999,Broker,2559,11799.160000000007,11799.160000000007,BuySell,2559,,,BuySell,2559,,,DataTrades,2559,,
2560,AMZN,2560,2021-03-05 23:59:59.999989,3005.0,3009.0,2881.0,3000.46,5383400.0,0.0,3000.459961,,2560,2021-03-05 23:59:59.999989,3005.0,3009.0,2881.0,3000.46,5383400.0,0.0,SmaCross,2560,737854.9999999999,Broker,2560,11799.160000000007,11799.160000000007,BuySell,2560,,,BuySell,2560,,,DataTrades,2560,,
2561,AMZN,2561,2021-03-08 23:59:59.999989,3015.0,3064.59,2951.31,2951.95,4178500.0,0.0,2951.949951,,2561,2021-03-08 23:59:59.999989,3015.0,3064.59,2951.31,2951.95,4178500.0,0.0,SmaCross,2561,737857.9999999999,Broker,2561,11799.160000000007,11799.160000000007,BuySell,2561,,,BuySell,2561,,,DataTrades,2561,,
2562,AMZN,2562,2021-03-09 23:59:59.999989,3017.99,3090.96,3005.15,3062.85,4023500.0,0.0,3062.850098,,2562,2021-03-09 23:59:59.999989,3017.99,3090.96,3005.15,3062.85,4023500.0,0.0,SmaCross,2562,737858.9999999999,Broker,2562,11799.160000000007,11799.160000000007,BuySell,2562,,,BuySell,2562,,,DataTrades,2562,,
2563,AMZN,2563,2021-03-10 23:59:59.999989,3098.45,3116.46,3030.05,3057.64,3008700.0,0.0,3057.639893,,2563,2021-03-10 23:59:59.999989,3098.45,3116.46,3030.05,3057.64,3008700.0,0.0,SmaCross,2563,737859.9999999999,Broker,2563,11799.160000000007,11799.160000000007,BuySell,2563,,,BuySell,2563,,,DataTrades,2563,,
2564,AMZN,2564,2021-03-11 23:59:59.999989,3104.01,3131.78,3082.93,3113.59,2770800.0,0.0,3113.590088,,2564,2021-03-11 23:59:59.999989,3104.01,3131.78,3082.93,3113.59,2770800.0,0.0,SmaCross,2564,737860.9999999999,Broker,2564,11799.160000000007,11799.160000000007,BuySell,2564,,,BuySell,2564,,,DataTrades,2564,,
2565,AMZN,2565,2021-03-12 23:59:59.999989,3075.0,3098.98,3045.5,3089.49,2418500.0,0.0,3089.48999,,2565,2021-03-12 23:59:59.999989,3075.0,3098.98,3045.5,3089.49,2418500.0,0.0,SmaCross,2565,737861.9999999999,Broker,2565,11799.160000000007,11799.160000000007,BuySell,2565,,,BuySell,2565,,,DataTrades,2565,,
2566,AMZN,2566,2021-03-15 23:59:59.999989,3074.57,3082.24,3032.09,3081.68,2913600.0,0.0,3081.679932,,2566,2021-03-15 23:59:59.999989,3074.57,3082.24,3032.09,3081.68,2913600.0,0.0,SmaCross,2566,737864.9999999999,Broker,2566,11799.160000000007,11799.160000000007,BuySell,2566,,,BuySell,2566,,,DataTrades,2566,,
2567,AMZN,2567,2021-03-16 23:59:59.999989,3104.97,3128.91,3075.86,3091.86,2510100.0,0.0,3091.860107,,2567,2021-03-16 23:59:59.999989,3104.97,3128.91,3075.86,3091.86,2510100.0,0.0,SmaCross,2567,737865.9999999999,Broker,2567,11799.160000000007,11799.160000000007,BuySell,2567,,,BuySell,2567,,,DataTrades,2567,,
2568,AMZN,2568,2021-03-17 23:59:59.999989,3073.22,3173.05,3070.22,3135.73,3100900.0,0.0,3135.72998,,2568,2021-03-17 23:59:59.999989,3073.22,3173.05,3070.22,3135.73,3100900.0,0.0,SmaCross,2568,737866.9999999999,Broker,2568,11799.160000000007,11799.160000000007,BuySell,2568,,,BuySell,2568,,,DataTrades,2568,,
2569,AMZN,2569,2021-03-18 23:59:59.999989,3101.0,3116.63,3025.0,3027.99,3649600.0,0.0,3027.98999,,2569,2021-03-18 23:59:59.999989,3101.0,3116.63,3025.0,3027.99,3649600.0,0.0,SmaCross,2569,737867.9999999999,Broker,2569,11799.160000000007,11799.160000000007,BuySell,2569,,,BuySell,2569,,,DataTrades,2569,,
2570,AMZN,2570,2021-03-19 23:59:59.999989,3029.23,3077.29,3016.63,3074.96,4616400.0,0.0,3074.959961,,2570,2021-03-19 23:59:59.999989,3029.23,3077.29,3016.63,3074.96,4616400.0,0.0,SmaCross,2570,737868.9999999999,Broker,2570,11799.160000000007,11799.160000000007,BuySell,2570,,,BuySell,2570,,,DataTrades,2570,,
2571,AMZN,2571,2021-03-22 23:59:59.999989,3067.85,3126.58,3060.05,3110.87,2902200.0,0.0,3110.870117,,2571,2021-03-22 23:59:59.999989,3067.85,3126.58,3060.05,3110.87,2902200.0,0.0,SmaCross,2571,737871.9999999999,Broker,2571,11799.160000000007,11799.160000000007,BuySell,2571,,,BuySell,2571,,,DataTrades,2571,,
2572,AMZN,2572,2021-03-23 23:59:59.999989,3127.0,3182.0,3120.85,3137.5,3817300.0,0.0,3137.5,,2572,2021-03-23 23:59:59.999989,3127.0,3182.0,3120.85,3137.5,3817300.0,0.0,SmaCross,2572,737872.9999999999,Broker,2572,11799.160000000007,11799.160000000007,BuySell,2572,,,BuySell,2572,,,DataTrades,2572,,
2573,AMZN,2573,2021-03-24 23:59:59.999989,3151.04,3160.31,3085.15,3087.07,2959000.0,0.0,3087.070068,,2573,2021-03-24 23:59:59.999989,3151.04,3160.31,3085.15,3087.07,2959000.0,0.0,SmaCross,2573,737873.9999999999,Broker,2573,11799.160000000007,11799.160000000007,BuySell,2573,,,BuySell,2573,,,DataTrades,2573,,
2574,AMZN,2574,2021-03-25 23:59:59.999989,3072.99,3109.78,3037.14,3046.26,3563500.0,0.0,3046.26001,,2574,2021-03-25 23:59:59.999989,3072.99,3109.78,3037.14,3046.26,3563500.0,0.0,SmaCross,2574,737874.9999999999,Broker,2574,11799.160000000007,11799.160000000007,BuySell,2574,,,BuySell,2574,,,DataTrades,2574,,
2575,AMZN,2575,2021-03-26 23:59:59.999989,3044.06,3056.66,2996.0,3052.03,3306700.0,0.0,3052.030029,,2575,2021-03-26 23:59:59.999989,3044.06,3056.66,2996.0,3052.03,3306700.0,0.0,SmaCross,2575,737875.9999999999,Broker,2575,11799.160000000007,11799.160000000007,BuySell,2575,,,BuySell,2575,,,DataTrades,2575,,
2576,AMZN,2576,2021-03-29 23:59:59.999989,3055.44,3091.25,3028.45,3075.73,2746000.0,0.0,3075.72998,,2576,2021-03-29 23:59:59.999989,3055.44,3091.25,3028.45,3075.73,2746000.0,0.0,SmaCross,2576,737878.9999999999,Broker,2576,11799.160000000007,11799.160000000007,BuySell,2576,,,BuySell,2576,,,DataTrades,2576,,
2577,AMZN,2577,2021-03-30 23:59:59.999989,3070.01,3073.0,3034.0,3055.29,2337600.0,0.0,3055.290039,,2577,2021-03-30 23:59:59.999989,3070.01,3073.0,3034.0,3055.29,2337600.0,0.0,SmaCross,2577,737879.9999999999,Broker,2577,11799.160000000007,11799.160000000007,BuySell,2577,,,BuySell,2577,,,DataTrades,2577,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: AMZN
      - Timeframe: Days
      - Compression: 1
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data1:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - SmaCross:
      *************************************************************************
      - Params:
        - pfast: 9
        - pslow: 21
      *************************************************************************
      - Indicators:
        .......................................................................
        - EMA:
          - Lines: ema
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 21
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - DataTrades:
          - Lines: AMZN, 
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - usenames: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 11799.160000000007
        .......................................................................
        - PyFolio:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 5
            - compression: 1
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - returns:
              - 2011-01-03 00:00:00: 0.0
              - 2011-01-04 00:00:00: 0.0
              - 2011-01-05 00:00:00: 0.0
              - 2011-01-06 00:00:00: 0.0
              - 2011-01-07 00:00:00: 0.0
              - 2011-01-10 00:00:00: 0.0
              - 2011-01-11 00:00:00: 0.0
              - 2011-01-12 00:00:00: 0.0
              - 2011-01-13 00:00:00: 0.0
              - 2011-01-14 00:00:00: 0.0
              - 2011-01-18 00:00:00: 0.0
              - 2011-01-19 00:00:00: 0.0
              - 2011-01-20 00:00:00: 0.0
              - 2011-01-21 00:00:00: 0.0
              - 2011-01-24 00:00:00: 0.0
              - 2011-01-25 00:00:00: 0.0
              - 2011-01-26 00:00:00: 0.0
              - 2011-01-27 00:00:00: 0.0
              - 2011-01-28 00:00:00: 0.0
              - 2011-01-31 00:00:00: 0.0
              - 2011-02-01 00:00:00: 0.0
              - 2011-02-02 00:00:00: 0.0
              - 2011-02-03 00:00:00: 0.0
              - 2011-02-04 00:00:00: 0.0
              - 2011-02-07 00:00:00: 0.0
              - 2011-02-08 00:00:00: 0.0
              - 2011-02-09 00:00:00: 0.0
              - 2011-02-10 00:00:00: 0.0
              - 2011-02-11 00:00:00: 0.0
              - 2011-02-14 00:00:00: 0.00011699999999992272
              - 2011-02-15 00:00:00: -0.00013898373890253168
              - 2011-02-16 00:00:00: -0.00024100530211668136
              - 2011-02-17 00:00:00: 0.00011402998988718771
              - 2011-02-18 00:00:00: -0.00012601877679774276
              - 2011-02-22 00:00:00: -0.0006081672459926635
              - 2011-02-23 00:00:00: -0.0003743305338613778
              - 2011-02-24 00:00:00: 0.00010713466827794171
              - 2011-02-25 00:00:00: 0.0001201381588828987
              - 2011-02-28 00:00:00: 0.0
              - 2011-03-01 00:00:00: 0.0
              - 2011-03-02 00:00:00: 0.0
              - 2011-03-03 00:00:00: 0.0
              - 2011-03-04 00:00:00: 0.0
              - 2011-03-07 00:00:00: 0.0
              - 2011-03-08 00:00:00: 0.0
              - 2011-03-09 00:00:00: 0.0
              - 2011-03-10 00:00:00: 0.0
              - 2011-03-11 00:00:00: 0.0
              - 2011-03-14 00:00:00: 0.0
              - 2011-03-15 00:00:00: 0.0
              - 2011-03-16 00:00:00: 0.0
              - 2011-03-17 00:00:00: 0.0
              - 2011-03-18 00:00:00: 0.0
              - 2011-03-21 00:00:00: 0.0
              - 2011-03-22 00:00:00: 0.0
              - 2011-03-23 00:00:00: 0.0
              - 2011-03-24 00:00:00: 0.0
              - 2011-03-25 00:00:00: 0.0
              - 2011-03-28 00:00:00: 0.0
              - 2011-03-29 00:00:00: 0.0
              - 2011-03-30 00:00:00: 0.0
              - 2011-03-31 00:00:00: 8.20845470834719e-05
              - 2011-04-01 00:00:00: 0.0
              - 2011-04-04 00:00:00: 0.000281266640775657
              - 2011-04-05 00:00:00: 0.00023515684961883387
              - 2011-04-06 00:00:00: -0.00025310934323630185
              - 2011-04-07 00:00:00: 0.00021514737595240696
              - 2011-04-08 00:00:00: -2.0009404420151533e-05
              - 2011-04-11 00:00:00: -6.703284609443916e-05
              - 2011-04-12 00:00:00: -0.00035619840251033263
              - 2011-04-13 00:00:00: 0.0001811654040140276
              - 2011-04-14 00:00:00: -4.7034429202286177e-05
              - 2011-04-15 00:00:00: -0.00018114110892375468
              - 2011-04-18 00:00:00: -0.0001671604740550725
              - 2011-04-19 00:00:00: 4.8054157034904676e-05
              - 2011-04-20 00:00:00: 0.0005055454835769524
              - 2011-04-21 00:00:00: 0.00020211601459219075
              - 2011-04-25 00:00:00: -4.701749050639581e-05
              - 2011-04-26 00:00:00: -0.00031213078279812567
              - 2011-04-27 00:00:00: 0.0014340482892993833
              - 2011-04-28 00:00:00: -0.00015589056482345764
              - 2011-04-29 00:00:00: 7.39596180485691e-05
              - 2011-05-02 00:00:00: 0.0005376666466792024
              - 2011-05-03 00:00:00: -0.00027368307499908706
              - 2011-05-04 00:00:00: 0.00015186575067627217
              - 2011-05-05 00:00:00: -0.0002857040106448716
              - 2011-05-06 00:00:00: 4.8963277541780315e-05
              - 2011-05-09 00:00:00: 0.0003197445241251984
              - 2011-05-10 00:00:00: 0.0003136490267392489
              - 2011-05-11 00:00:00: 4.393703822413997e-05
              - 2011-05-12 00:00:00: 0.0001687507551346723
              - 2011-05-13 00:00:00: -0.0003504232034071686
              - 2011-05-16 00:00:00: -0.0010037002082302626
              - 2011-05-17 00:00:00: 0.00022993331933740535
              - 2011-05-18 00:00:00: 0.00022788150161923149
              - 2011-05-19 00:00:00: 0.0001708721876034769
              - 2011-05-20 00:00:00: -1.4986227656721418e-05
              - 2011-05-23 00:00:00: -0.0002427805264041405
              - 2011-05-24 00:00:00: -0.0002948051338064195
              - 2011-05-25 00:00:00: -0.00010096304752460483
              - 2011-05-26 00:00:00: 0.0002739274092364852
              - 2011-05-27 00:00:00: -8.695313226181334e-05
              - 2011-05-31 00:00:00: 0.00025588434027823403
              - 2011-06-01 00:00:00: -0.000428696482890234
              - 2011-06-02 00:00:00: 0.00012496513472748383
              - 2011-06-03 00:00:00: -0.00024190227148235266
              - 2011-06-06 00:00:00: 0.0
              - 2011-06-07 00:00:00: 0.0
              - 2011-06-08 00:00:00: 0.0
              - 2011-06-09 00:00:00: 0.0
              - 2011-06-10 00:00:00: 0.0
              - 2011-06-13 00:00:00: 0.0
              - 2011-06-14 00:00:00: 0.0
              - 2011-06-15 00:00:00: 0.0
              - 2011-06-16 00:00:00: 0.0
              - 2011-06-17 00:00:00: 0.0
              - 2011-06-20 00:00:00: 0.0
              - 2011-06-21 00:00:00: 0.0
              - 2011-06-22 00:00:00: 0.0
              - 2011-06-23 00:00:00: 0.0
              - 2011-06-24 00:00:00: 0.0
              - 2011-06-27 00:00:00: 0.0006748906677118693
              - 2011-06-28 00:00:00: 0.00010990800699817171
              - 2011-06-29 00:00:00: 0.0001828268629606722
              - 2011-06-30 00:00:00: 3.0965009539141164e-05
              - 2011-07-01 00:00:00: 0.0004994201731789438
              - 2011-07-05 00:00:00: 0.00036938644910811114
              - 2011-07-06 00:00:00: 9.97973116600992e-05
              - 2011-07-07 00:00:00: 0.00025445775053345443
              - 2011-07-08 00:00:00: 0.00015363343063468093
              - 2011-07-11 00:00:00: -0.000571548267400912
              - 2011-07-12 00:00:00: -0.00013174086571710042
              - 2011-07-13 00:00:00: 0.00022658421796006856
              - 2011-07-14 00:00:00: -0.00031135797984560565
              - 2011-07-15 00:00:00: 0.0002485650112304949
              - 2011-07-18 00:00:00: -0.0001337326683958917
              - 2011-07-19 00:00:00: 0.0006517844220528257
              - 2011-07-20 00:00:00: -0.00025036956942425803
              - 2011-07-21 00:00:00: -0.0002334707218735188
              - 2011-07-22 00:00:00: 0.00033032844227687264
              - 2011-07-25 00:00:00: -0.0003022853973208006
              - 2011-07-26 00:00:00: 6.885808348999767e-05
              - 2011-07-27 00:00:00: 0.0008322273557324067
              - 2011-07-28 00:00:00: 0.00013759217678788183
              - 2011-07-29 00:00:00: -0.00013757324778529423
              - 2011-08-01 00:00:00: -0.00011964537112008067
              - 2011-08-02 00:00:00: -0.0009592718309128223
              - 2011-08-03 00:00:00: -0.00017367314713723214
              - 2011-08-04 00:00:00: -0.0008465540856217313
              - 2011-08-05 00:00:00: 0.00012189517015381846
              - 2011-08-08 00:00:00: -0.0006293819469281869
              - 2011-08-09 00:00:00: 0.0
              - 2011-08-10 00:00:00: 0.0
              - 2011-08-11 00:00:00: 0.0
              - 2011-08-12 00:00:00: 0.0
              - 2011-08-15 00:00:00: 0.0
              - 2011-08-16 00:00:00: 0.0
              - 2011-08-17 00:00:00: 0.0
              - 2011-08-18 00:00:00: 0.0
              - 2011-08-19 00:00:00: 0.0
              - 2011-08-22 00:00:00: 0.0
              - 2011-08-23 00:00:00: 0.0
              - 2011-08-24 00:00:00: 0.0
              - 2011-08-25 00:00:00: 0.0
              - 2011-08-26 00:00:00: 0.0
              - 2011-08-29 00:00:00: 0.0
              - 2011-08-30 00:00:00: 0.0
              - 2011-08-31 00:00:00: 0.0
              - 2011-09-01 00:00:00: -0.00027390358593770703
              - 2011-09-02 00:00:00: -0.00025398018954525536
              - 2011-09-06 00:00:00: 0.0006181087871466318
              - 2011-09-07 00:00:00: 0.00037183564864329277
              - 2011-09-08 00:00:00: -0.00026378527878301306
              - 2011-09-09 00:00:00: -0.0005866773274699755
              - 2011-09-12 00:00:00: 0.0005170191297076965
              - 2011-09-13 00:00:00: 0.0002968575083961422
              - 2011-09-14 00:00:00: 0.00030376397539111366
              - 2011-09-15 00:00:00: 0.00042054539043312467
              - 2011-09-16 00:00:00: 0.001250122316280855
              - 2011-09-19 00:00:00: 0.00023834360172103608
              - 2011-09-20 00:00:00: -0.0008414814460320219
              - 2011-09-21 00:00:00: -0.00013770407394497752
              - 2011-09-22 00:00:00: -0.0008622659831081236
              - 2011-09-23 00:00:00: 3.795646393589536e-05
              - 2011-09-26 00:00:00: 0.0006232614351993071
              - 2011-09-27 00:00:00: -0.0005629815663465987
              - 2011-09-28 00:00:00: 0.0005493161014535897
              - 2011-09-29 00:00:00: -0.0007256973732149286
              - 2011-09-30 00:00:00: -0.0006203374795719085
              - 2011-10-03 00:00:00: -0.00042481010988093537
              - 2011-10-04 00:00:00: 5.199885602524823e-05
              - 2011-10-05 00:00:00: 0.0006999482038330118
              - 2011-10-06 00:00:00: 7.79396746919403e-05
              - 2011-10-07 00:00:00: 0.00022580761191459686
              - 2011-10-10 00:00:00: 0.0006572914398279561
              - 2011-10-11 00:00:00: 0.0004152790755249658
              - 2011-10-12 00:00:00: 0.00013271439861406442
              - 2011-10-13 00:00:00: -6.584953381516545e-05
              - 2011-10-14 00:00:00: 0.0010536619241900969
              - 2011-10-17 00:00:00: -0.0004365702324885534
              - 2011-10-18 00:00:00: 0.00015456150899884058
              - 2011-10-19 00:00:00: -0.0012313159028186638
              - 2011-10-20 00:00:00: 0.0002076351849800151
              - 2011-10-21 00:00:00: 0.0001167705458773316
              - 2011-10-24 00:00:00: 0.0002824120181781353
              - 2011-10-25 00:00:00: -0.0010435320467095943
              - 2011-10-26 00:00:00: -0.0028712128702241824
              - 2011-10-27 00:00:00: 0.0005869132369968888
              - 2011-10-28 00:00:00: 0.0
              - 2011-10-31 00:00:00: 0.0
              - 2011-11-01 00:00:00: 0.0
              - 2011-11-02 00:00:00: 0.0
              - 2011-11-03 00:00:00: 0.0
              - 2011-11-04 00:00:00: 0.0
              - 2011-11-07 00:00:00: 0.0
              - 2011-11-08 00:00:00: 0.0
              - 2011-11-09 00:00:00: 0.0
              - 2011-11-10 00:00:00: 0.0
              - 2011-11-11 00:00:00: 0.0
              - 2011-11-14 00:00:00: 0.0
              - 2011-11-15 00:00:00: 0.0
              - 2011-11-16 00:00:00: 0.0
              - 2011-11-17 00:00:00: 0.0
              - 2011-11-18 00:00:00: 0.0
              - 2011-11-21 00:00:00: 0.0
              - 2011-11-22 00:00:00: 0.0
              - 2011-11-23 00:00:00: 0.0
              - 2011-11-25 00:00:00: 0.0
              - 2011-11-28 00:00:00: 0.0
              - 2011-11-29 00:00:00: 0.0
              - 2011-11-30 00:00:00: 0.0
              - 2011-12-01 00:00:00: 0.0
              - 2011-12-02 00:00:00: 0.0
              - 2011-12-05 00:00:00: 0.0
              - 2011-12-06 00:00:00: 0.0
              - 2011-12-07 00:00:00: 0.0
              - 2011-12-08 00:00:00: 0.0
              - 2011-12-09 00:00:00: 0.0
              - 2011-12-12 00:00:00: 0.0
              - 2011-12-13 00:00:00: 0.0
              - 2011-12-14 00:00:00: 0.0
              - 2011-12-15 00:00:00: 0.0
              - 2011-12-16 00:00:00: 0.0
              - 2011-12-19 00:00:00: 0.0
              - 2011-12-20 00:00:00: 0.0
              - 2011-12-21 00:00:00: 0.0
              - 2011-12-22 00:00:00: 0.0
              - 2011-12-23 00:00:00: 0.0
              - 2011-12-27 00:00:00: 0.0
              - 2011-12-28 00:00:00: 0.0
              - 2011-12-29 00:00:00: 0.0
              - 2011-12-30 00:00:00: 0.0
              - 2012-01-03 00:00:00: 0.0
              - 2012-01-04 00:00:00: 0.0
              - 2012-01-05 00:00:00: 0.0
              - 2012-01-06 00:00:00: 0.0
              - 2012-01-09 00:00:00: 0.0
              - 2012-01-10 00:00:00: 0.0
              - 2012-01-11 00:00:00: 0.0
              - 2012-01-12 00:00:00: 0.0
              - 2012-01-13 00:00:00: 0.0
              - 2012-01-17 00:00:00: 0.0
              - 2012-01-18 00:00:00: 0.0
              - 2012-01-19 00:00:00: 0.0
              - 2012-01-20 00:00:00: 2.2021360720048122e-05
              - 2012-01-23 00:00:00: -0.0004844592673854953
              - 2012-01-24 00:00:00: 9.113049887443658e-05
              - 2012-01-25 00:00:00: 8.010742405550886e-05
              - 2012-01-26 00:00:00: 0.000552696950855136
              - 2012-01-27 00:00:00: 0.00020514544812288982
              - 2012-01-30 00:00:00: -0.0003221623698345111
              - 2012-01-31 00:00:00: 0.0002291893103705256
              - 2012-02-01 00:00:00: -0.0014988948402197
              - 2012-02-02 00:00:00: 0.00022647446400214655
              - 2012-02-03 00:00:00: 0.0005971160098223738
              - 2012-02-06 00:00:00: -0.00045457867865805746
              - 2012-02-07 00:00:00: 0.00010518164870743085
              - 2012-02-08 00:00:00: 0.0001292095779352742
              - 2012-02-09 00:00:00: -5.0074761619112174e-05
              - 2012-02-10 00:00:00: -0.00015624107998635228
              - 2012-02-13 00:00:00: 0.0
              - 2012-02-14 00:00:00: 2.2037441613331765e-05
              - 2012-02-15 00:00:00: -0.0006841473150472899
              - 2012-02-16 00:00:00: -0.0004550739745798893
              - 2012-02-17 00:00:00: 1.6045151055132933e-05
              - 2012-02-21 00:00:00: 0.0
              - 2012-02-22 00:00:00: 0.0
              - 2012-02-23 00:00:00: 0.0
              - 2012-02-24 00:00:00: 0.0
              - 2012-02-27 00:00:00: 0.0
              - 2012-02-28 00:00:00: 0.0
              - 2012-02-29 00:00:00: 0.0
              - 2012-03-01 00:00:00: 0.0
              - 2012-03-02 00:00:00: 0.0
              - 2012-03-05 00:00:00: 0.0
              - 2012-03-06 00:00:00: 0.0
              - 2012-03-07 00:00:00: 0.0
              - 2012-03-08 00:00:00: 0.0
              - 2012-03-09 00:00:00: 0.0
              - 2012-03-12 00:00:00: -7.420763295695743e-05
              - 2012-03-13 00:00:00: 0.00012034563265705955
              - 2012-03-14 00:00:00: -0.00023364298549610751
              - 2012-03-15 00:00:00: 0.000217649684307597
              - 2012-03-16 00:00:00: 6.21720923514868e-05
              - 2012-03-19 00:00:00: 4.7127527088353105e-05
              - 2012-03-20 00:00:00: 0.0006828156066982505
              - 2012-03-21 00:00:00: -6.0118915214291135e-05
              - 2012-03-22 00:00:00: 6.71368248490456e-05
              - 2012-03-23 00:00:00: 0.0002645213716236938
              - 2012-03-26 00:00:00: 0.0007843388664450224
              - 2012-03-27 00:00:00: 0.0002572376876233129
              - 2012-03-28 00:00:00: -0.0004282856665396295
              - 2012-03-29 00:00:00: 0.00034537818911717366
              - 2012-03-30 00:00:00: -0.00021015761821374657
              - 2012-04-02 00:00:00: -0.00044642857142862535
              - 2012-04-03 00:00:00: 0.0001612266847188515
              - 2012-04-04 00:00:00: -0.0005677067949597658
              - 2012-04-05 00:00:00: 4.007261157212838e-05
              - 2012-04-09 00:00:00: -0.0002524473366805058
              - 2012-04-10 00:00:00: -0.0004899917432885648
              - 2012-04-11 00:00:00: 9.924941377681407e-05
              - 2012-04-12 00:00:00: 0.0002726581968874875
              - 2012-04-13 00:00:00: -0.00022347869135697085
              - 2012-04-16 00:00:00: 5.513038335669407e-05
              - 2012-04-17 00:00:00: 0.0
              - 2012-04-18 00:00:00: 0.0
              - 2012-04-19 00:00:00: 0.0
              - 2012-04-20 00:00:00: 0.0
              - 2012-04-23 00:00:00: 0.0
              - 2012-04-24 00:00:00: 0.0
              - 2012-04-25 00:00:00: 0.0
              - 2012-04-26 00:00:00: 0.0
              - 2012-04-27 00:00:00: 0.00020246770038800932
              - 2012-04-30 00:00:00: 0.0005060667887906156
              - 2012-05-01 00:00:00: -0.0001862986367144881
              - 2012-05-02 00:00:00: 2.1037636331211473e-05
              - 2012-05-03 00:00:00: -8.014169050873932e-05
              - 2012-05-04 00:00:00: -0.0005470108760990966
              - 2012-05-07 00:00:00: 0.00011728077016370797
              - 2012-05-08 00:00:00: -0.00012628755676680203
              - 2012-05-09 00:00:00: -9.222160852528916e-05
              - 2012-05-10 00:00:00: 0.00037192796026097596
              - 2012-05-11 00:00:00: 9.921072357688132e-05
              - 2012-05-14 00:00:00: -0.0004759638267491928
              - 2012-05-15 00:00:00: 0.00014636591478689454
              - 2012-05-16 00:00:00: -3.307786529493928e-05
              - 2012-05-17 00:00:00: -0.0005713638454990511
              - 2012-05-18 00:00:00: -0.00045233756217133436
              - 2012-05-21 00:00:00: 0.0004274567726814116
              - 2012-05-22 00:00:00: -0.0002788314754599286
