===============================================================================
Id,AMZN,len,datetime,open,high,low,close,volume,openinterest,adjclose,,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,AMZN,
624,AMZN,624,2013-06-26 23:59:59.999989,273.98,277.98,273.5,277.57,3029500.0,0.0,277.570007,,624,2013-06-26 23:59:59.999989,273.98,277.98,273.5,277.57,3029500.0,0.0,SmaCross,624,735045.9999999999,Broker,624,9675.550000000001,9953.12,BuySell,624,,,BuySell,624,,,DataTrades,624,,
625,AMZN,625,2013-06-27 23:59:59.999989,279.18,280.2,274.54,277.55,2519500.0,0.0,277.549988,,625,2013-06-27 23:59:59.999989,279.18,280.2,274.54,277.55,2519500.0,0.0,SmaCross,625,735046.9999999999,Broker,625,9675.550000000001,9953.1,BuySell,625,,,BuySell,625,,,DataTrades,625,,
626,AMZN,626,2013-06-28 23:59:59.999989,276.19,279.83,276.19,277.69,3193300.0,0.0,277.690002,,626,2013-06-28 23:59:59.999989,276.19,279.83,276.19,277.69,3193300.0,0.0,SmaCross,626,735047.9999999999,Broker,626,9675.550000000001,9953.240000000002,BuySell,626,,,BuySell,626,,,DataTrades,626,,
627,AMZN,627,2013-07-01 23:59:59.999989,279.0,283.29,277.16,282.1,2888200.0,0.0,282.100006,,627,2013-07-01 23:59:59.999989,279.0,283.29,277.16,282.1,2888200.0,0.0,SmaCross,627,735050.9999999999,Broker,627,9675.550000000001,9957.650000000001,BuySell,627,,,BuySell,627,,,DataTrades,627,,
628,AMZN,628,2013-07-02 23:59:59.999989,281.04,286.58,280.59,283.73,3238200.0,0.0,283.730011,,628,2013-07-02 23:59:59.999989,281.04,286.58,280.59,283.73,3238200.0,0.0,SmaCross,628,735051.9999999999,Broker,628,9675.550000000001,9959.28,BuySell,628,,,BuySell,628,,,DataTrades,628,,
629,AMZN,629,2013-07-03 23:59:59.999989,282.0,285.4,282.0,284.03,1373000.0,0.0,284.029999,,629,2013-07-03 23:59:59.999989,282.0,285.4,282.0,284.03,1373000.0,0.0,SmaCross,629,735052.9999999999,Broker,629,9675.550000000001,9959.580000000002,BuySell,629,,,BuySell,629,,,DataTrades,629,,
630,AMZN,630,2013-07-05 23:59:59.999989,285.0,286.38,282.07,285.88,1985400.0,0.0,285.880005,,630,2013-07-05 23:59:59.999989,285.0,286.38,282.07,285.88,1985400.0,0.0,SmaCross,630,735054.9999999999,Broker,630,9675.550000000001,9961.43,BuySell,630,,,BuySell,630,,,DataTrades,630,,
631,AMZN,631,2013-07-08 23:59:59.999989,286.42,291.67,286.14,290.59,3046700.0,0.0,290.589996,,631,2013-07-08 23:59:59.999989,286.42,291.67,286.14,290.59,3046700.0,0.0,SmaCross,631,735057.9999999999,Broker,631,9675.550000000001,9966.140000000001,BuySell,631,,,BuySell,631,,,DataTrades,631,,
632,AMZN,632,2013-07-09 23:59:59.999989,291.0,292.57,288.01,291.53,2775600.0,0.0,291.529999,,632,2013-07-09 23:59:59.999989,291.0,292.57,288.01,291.53,2775600.0,0.0,SmaCross,632,735058.9999999999,Broker,632,9675.550000000001,9967.080000000002,BuySell,632,,,BuySell,632,,,DataTrades,632,,
633,AMZN,633,2013-07-10 23:59:59.999989,291.41,293.34,289.4,292.33,1810200.0,0.0,292.329987,,633,2013-07-10 23:59:59.999989,291.41,293.34,289.4,292.33,1810200.0,0.0,SmaCross,633,735059.9999999999,Broker,633,9675.550000000001,9967.880000000001,BuySell,633,,,BuySell,633,,,DataTrades,633,,
634,AMZN,634,2013-07-11 23:59:59.999989,294.99,300.69,292.1,299.66,4007300.0,0.0,299.660004,,634,2013-07-11 23:59:59.999989,294.99,300.69,292.1,299.66,4007300.0,0.0,SmaCross,634,735060.9999999999,Broker,634,9675.550000000001,9975.210000000001,BuySell,634,,,BuySell,634,,,DataTrades,634,,
635,AMZN,635,2013-07-12 23:59:59.999989,298.69,307.55,298.5,307.55,4539300.0,0.0,307.549988,,635,2013-07-12 23:59:59.999989,298.69,307.55,298.5,307.55,4539300.0,0.0,SmaCross,635,735061.9999999999,Broker,635,9675.550000000001,9983.1,BuySell,635,,,BuySell,635,,,DataTrades,635,,
636,AMZN,636,2013-07-15 23:59:59.999989,307.27,307.99,304.35,306.57,2245600.0,0.0,306.570007,,636,2013-07-15 23:59:59.999989,307.27,307.99,304.35,306.57,2245600.0,0.0,SmaCross,636,735064.9999999999,Broker,636,9675.550000000001,9982.12,BuySell,636,,,BuySell,636,,,DataTrades,636,,
637,AMZN,637,2013-07-16 23:59:59.999989,307.3,309.39,305.51,306.87,2660200.0,0.0,306.869995,,637,2013-07-16 23:59:59.999989,307.3,309.39,305.51,306.87,2660200.0,0.0,SmaCross,637,735065.9999999999,Broker,637,9675.550000000001,9982.420000000002,BuySell,637,,,BuySell,637,,,DataTrades,637,,
638,AMZN,638,2013-07-17 23:59:59.999989,306.97,308.8,305.69,308.69,2029700.0,0.0,308.690002,,638,2013-07-17 23:59:59.999989,306.97,308.8,305.69,308.69,2029700.0,0.0,SmaCross,638,735066.9999999999,Broker,638,9675.550000000001,9984.240000000002,BuySell,638,,,BuySell,638,,,DataTrades,638,,
639,AMZN,639,2013-07-18 23:59:59.999989,306.27,306.34,301.87,304.11,3063800.0,0.0,304.109985,,639,2013-07-18 23:59:59.999989,306.27,306.34,301.87,304.11,3063800.0,0.0,SmaCross,639,735067.9999999999,Broker,639,9675.550000000001,9979.660000000002,BuySell,639,,,BuySell,639,,,DataTrades,639,,
640,AMZN,640,2013-07-19 23:59:59.999989,304.39,305.79,301.91,305.23,2973100.0,0.0,305.230011,,640,2013-07-19 23:59:59.999989,304.39,305.79,301.91,305.23,2973100.0,0.0,SmaCross,640,735068.9999999999,Broker,640,9675.550000000001,9980.78,BuySell,640,,,BuySell,640,,,DataTrades,640,,
641,AMZN,641,2013-07-22 23:59:59.999989,309.25,309.25,302.0,303.48,2520700.0,0.0,303.480011,,641,2013-07-22 23:59:59.999989,309.25,309.25,302.0,303.48,2520700.0,0.0,SmaCross,641,735071.9999999999,Broker,641,9675.550000000001,9979.03,BuySell,641,,,BuySell,641,,,DataTrades,641,,
642,AMZN,642,2013-07-23 23:59:59.999989,303.16,305.06,300.56,301.06,1999600.0,0.0,301.059998,,642,2013-07-23 23:59:59.999989,303.16,305.06,300.56,301.06,1999600.0,0.0,SmaCross,642,735072.9999999999,Broker,642,9675.550000000001,9976.61,BuySell,642,,,BuySell,642,,,DataTrades,642,,
643,AMZN,643,2013-07-24 23:59:59.999989,303.02,303.84,298.04,298.94,2000500.0,0.0,298.940002,,643,2013-07-24 23:59:59.999989,303.02,303.84,298.04,298.94,2000500.0,0.0,SmaCross,643,735073.9999999999,Broker,643,9675.550000000001,9974.490000000002,BuySell,643,,,BuySell,643,,,DataTrades,643,,
644,AMZN,644,2013-07-25 23:59:59.999989,299.0,304.5,296.75,303.4,5405800.0,0.0,303.399994,,644,2013-07-25 23:59:59.999989,299.0,304.5,296.75,303.4,5405800.0,0.0,SmaCross,644,735074.9999999999,Broker,644,9675.550000000001,9978.95,BuySell,644,,,BuySell,644,,,DataTrades,644,,
645,AMZN,645,2013-07-26 23:59:59.999989,299.55,313.62,295.55,312.01,8817500.0,0.0,312.01001,,645,2013-07-26 23:59:59.999989,299.55,313.62,295.55,312.01,8817500.0,0.0,SmaCross,645,735075.9999999999,Broker,645,9675.550000000001,9987.560000000001,BuySell,645,,,BuySell,645,,,DataTrades,645,,
646,AMZN,646,2013-07-29 23:59:59.999989,311.07,313.0,305.9,306.1,3211800.0,0.0,306.100006,,646,2013-07-29 23:59:59.999989,311.07,313.0,305.9,306.1,3211800.0,0.0,SmaCross,646,735078.9999999999,Broker,646,9675.550000000001,9981.650000000001,BuySell,646,,,BuySell,646,,,DataTrades,646,,
647,AMZN,647,2013-07-30 23:59:59.999989,307.72,309.78,301.57,302.41,3053400.0,0.0,302.410004,,647,2013-07-30 23:59:59.999989,307.72,309.78,301.57,302.41,3053400.0,0.0,SmaCross,647,735079.9999999999,Broker,647,9675.550000000001,9977.960000000001,BuySell,647,,,BuySell,647,,,DataTrades,647,,
648,AMZN,648,2013-07-31 23:59:59.999989,303.91,305.15,301.0,301.22,1891300.0,0.0,301.220001,,648,2013-07-31 23:59:59.999989,303.91,305.15,301.0,301.22,1891300.0,0.0,SmaCross,648,735080.9999999999,Broker,648,9675.550000000001,9976.77,BuySell,648,,,BuySell,648,,,DataTrades,648,,
649,AMZN,649,2013-08-01 23:59:59.999989,303.08,306.21,298.9,305.57,2971700.0,0.0,305.570007,,649,2013-08-01 23:59:59.999989,303.08,306.21,298.9,305.57,2971700.0,0.0,SmaCross,649,735081.9999999999,Broker,649,9675.550000000001,9981.12,BuySell,649,,,BuySell,649,,,DataTrades,649,,
650,AMZN,650,2013-08-02 23:59:59.999989,304.63,305.33,301.5,304.21,2502600.0,0.0,304.209991,,650,2013-08-02 23:59:59.999989,304.63,305.33,301.5,304.21,2502600.0,0.0,SmaCross,650,735082.9999999999,Broker,650,9675.550000000001,9979.76,BuySell,650,,,BuySell,650,,,DataTrades,650,,
651,AMZN,651,2013-08-05 23:59:59.999989,303.4,303.62,298.3,300.99,2233200.0,0.0,300.98999,,651,2013-08-05 23:59:59.999989,303.4,303.62,298.3,300.99,2233200.0,0.0,SmaCross,651,735085.9999999999,Broker,651,9675.550000000001,9976.54,BuySell,651,,,BuySell,651,,,DataTrades,651,,
652,AMZN,652,2013-08-06 23:59:59.999989,300.51,301.36,297.52,300.75,1849000.0,0.0,300.75,,652,2013-08-06 23:59:59.999989,300.51,301.36,297.52,300.75,1849000.0,0.0,SmaCross,652,735086.9999999999,Broker,652,9675.550000000001,9976.300000000001,BuySell,652,,,BuySell,652,,,DataTrades,652,,
653,AMZN,653,2013-08-07 23:59:59.999989,300.15,300.99,296.15,296.91,1961000.0,0.0,296.910004,,653,2013-08-07 23:59:59.999989,300.15,300.99,296.15,296.91,1961000.0,0.0,SmaCross,653,735087.9999999999,Broker,653,9675.550000000001,9972.460000000001,BuySell,653,,,BuySell,653,,,DataTrades,653,,
654,AMZN,654,2013-08-08 23:59:59.999989,298.52,298.52,292.55,295.74,2343400.0,0.0,295.73999,,654,2013-08-08 23:59:59.999989,298.52,298.52,292.55,295.74,2343400.0,0.0,SmaCross,654,735088.9999999999,Broker,654,9675.550000000001,9971.29,BuySell,654,,,BuySell,654,,,DataTrades,654,,
655,AMZN,655,2013-08-09 23:59:59.999989,295.68,299.27,294.3,297.26,1950300.0,0.0,297.26001,,655,2013-08-09 23:59:59.999989,295.68,299.27,294.3,297.26,1950300.0,0.0,SmaCross,655,735089.9999999999,Broker,655,9675.550000000001,9972.810000000001,BuySell,655,,,BuySell,655,,,DataTrades,655,,
656,AMZN,656,2013-08-12 23:59:59.999989,295.79,299.08,295.26,296.69,1504500.0,0.0,296.690002,,656,2013-08-12 23:59:59.999989,295.79,299.08,295.26,296.69,1504500.0,0.0,SmaCross,656,735092.9999999999,Broker,656,9675.550000000001,9972.240000000002,BuySell,656,,,BuySell,656,,,DataTrades,656,,
657,AMZN,657,2013-08-13 23:59:59.999989,295.88,296.37,290.67,293.97,2349900.0,0.0,293.970001,,657,2013-08-13 23:59:59.999989,295.88,296.37,290.67,293.97,2349900.0,0.0,SmaCross,657,735093.9999999999,Broker,657,9675.550000000001,9969.52,BuySell,657,,,BuySell,657,,,DataTrades,657,,
658,AMZN,658,2013-08-14 23:59:59.999989,294.29,294.29,290.54,291.34,1415000.0,0.0,291.339996,,658,2013-08-14 23:59:59.999989,294.29,294.29,290.54,291.34,1415000.0,0.0,SmaCross,658,735094.9999999999,Broker,658,9969.840000000002,9969.840000000002,BuySell,658,,298.70435,BuySell,658,,,DataTrades,658,27.220000000000027,
659,AMZN,659,2013-08-15 23:59:59.999989,288.79,289.3,285.15,286.47,2261400.0,0.0,286.470001,,659,2013-08-15 23:59:59.999989,288.79,289.3,285.15,286.47,2261400.0,0.0,SmaCross,659,735095.9999999999,Broker,659,9969.840000000002,9969.840000000002,BuySell,659,,,BuySell,659,,,DataTrades,659,,
660,AMZN,660,2013-08-16 23:59:59.999989,286.55,288.33,284.5,284.82,2422500.0,0.0,284.820007,,660,2013-08-16 23:59:59.999989,286.55,288.33,284.5,284.82,2422500.0,0.0,SmaCross,660,735096.9999999999,Broker,660,9969.840000000002,9969.840000000002,BuySell,660,,,BuySell,660,,,DataTrades,660,,
661,AMZN,661,2013-08-19 23:59:59.999989,285.19,289.56,283.48,285.57,2477400.0,0.0,285.570007,,661,2013-08-19 23:59:59.999989,285.19,289.56,283.48,285.57,2477400.0,0.0,SmaCross,661,735099.9999999999,Broker,661,9969.840000000002,9969.840000000002,BuySell,661,,,BuySell,661,,,DataTrades,661,,
662,AMZN,662,2013-08-20 23:59:59.999989,285.88,289.51,285.74,287.09,1586300.0,0.0,287.089996,,662,2013-08-20 23:59:59.999989,285.88,289.51,285.74,287.09,1586300.0,0.0,SmaCross,662,735100.9999999999,Broker,662,9969.840000000002,9969.840000000002,BuySell,662,,,BuySell,662,,,DataTrades,662,,
663,AMZN,663,2013-08-21 23:59:59.999989,285.09,288.5,283.83,284.57,1815300.0,0.0,284.570007,,663,2013-08-21 23:59:59.999989,285.09,288.5,283.83,284.57,1815300.0,0.0,SmaCross,663,735101.9999999999,Broker,663,9969.840000000002,9969.840000000002,BuySell,663,,,BuySell,663,,,DataTrades,663,,
664,AMZN,664,2013-08-22 23:59:59.999989,284.8,289.87,284.8,289.73,1422600.0,0.0,289.730011,,664,2013-08-22 23:59:59.999989,284.8,289.87,284.8,289.73,1422600.0,0.0,SmaCross,664,735102.9999999999,Broker,664,9969.840000000002,9969.840000000002,BuySell,664,,,BuySell,664,,,DataTrades,664,,
665,AMZN,665,2013-08-23 23:59:59.999989,291.21,291.5,287.9,290.01,1961900.0,0.0,290.01001,,665,2013-08-23 23:59:59.999989,291.21,291.5,287.9,290.01,1961900.0,0.0,SmaCross,665,735103.9999999999,Broker,665,9969.840000000002,9969.840000000002,BuySell,665,,,BuySell,665,,,DataTrades,665,,
666,AMZN,666,2013-08-26 23:59:59.999989,290.43,291.05,285.62,286.21,1711700.0,0.0,286.209991,,666,2013-08-26 23:59:59.999989,290.43,291.05,285.62,286.21,1711700.0,0.0,SmaCross,666,735106.9999999999,Broker,666,9969.840000000002,9969.840000000002,BuySell,666,,,BuySell,666,,,DataTrades,666,,
667,AMZN,667,2013-08-27 23:59:59.999989,283.87,285.28,279.74,280.93,2476000.0,0.0,280.929993,,667,2013-08-27 23:59:59.999989,283.87,285.28,279.74,280.93,2476000.0,0.0,SmaCross,667,735107.9999999999,Broker,667,9969.840000000002,9969.840000000002,BuySell,667,,,BuySell,667,,,DataTrades,667,,
668,AMZN,668,2013-08-28 23:59:59.999989,280.36,283.0,279.33,281.58,1457100.0,0.0,281.579987,,668,2013-08-28 23:59:59.999989,280.36,283.0,279.33,281.58,1457100.0,0.0,SmaCross,668,735108.9999999999,Broker,668,9969.840000000002,9969.840000000002,BuySell,668,,,BuySell,668,,,DataTrades,668,,
669,AMZN,669,2013-08-29 23:59:59.999989,281.45,285.98,280.0,283.98,1566400.0,0.0,283.980011,,669,2013-08-29 23:59:59.999989,281.45,285.98,280.0,283.98,1566400.0,0.0,SmaCross,669,735109.9999999999,Broker,669,9969.840000000002,9969.840000000002,BuySell,669,,,BuySell,669,,,DataTrades,669,,
670,AMZN,670,2013-08-30 23:59:59.999989,284.59,284.87,280.0,280.98,1534700.0,0.0,280.980011,,670,2013-08-30 23:59:59.999989,284.59,284.87,280.0,280.98,1534700.0,0.0,SmaCross,670,735110.9999999999,Broker,670,9969.840000000002,9969.840000000002,BuySell,670,,,BuySell,670,,,DataTrades,670,,
671,AMZN,671,2013-09-03 23:59:59.999989,284.73,291.39,284.17,288.8,2897600.0,0.0,288.799988,,671,2013-09-03 23:59:59.999989,284.73,291.39,284.17,288.8,2897600.0,0.0,SmaCross,671,735114.9999999999,Broker,671,9969.840000000002,9969.840000000002,BuySell,671,,,BuySell,671,,,DataTrades,671,,
672,AMZN,672,2013-09-04 23:59:59.999989,288.33,295.23,287.58,293.64,2438600.0,0.0,293.640015,,672,2013-09-04 23:59:59.999989,288.33,295.23,287.58,293.64,2438600.0,0.0,SmaCross,672,735115.9999999999,Broker,672,9969.840000000002,9969.840000000002,BuySell,672,,,BuySell,672,,,DataTrades,672,,
673,AMZN,673,2013-09-05 23:59:59.999989,293.63,297.0,292.71,294.1,1816600.0,0.0,294.100006,,673,2013-09-05 23:59:59.999989,293.63,297.0,292.71,294.1,1816600.0,0.0,SmaCross,673,735116.9999999999,Broker,673,9969.840000000002,9969.840000000002,BuySell,673,,,BuySell,673,,,DataTrades,673,,
674,AMZN,674,2013-09-06 23:59:59.999989,295.33,298.88,290.8,295.86,2292000.0,0.0,295.859985,,674,2013-09-06 23:59:59.999989,295.33,298.88,290.8,295.86,2292000.0,0.0,SmaCross,674,735117.9999999999,Broker,674,9969.840000000002,9969.840000000002,BuySell,674,,,BuySell,674,,,DataTrades,674,,
675,AMZN,675,2013-09-09 23:59:59.999989,297.22,299.96,296.6,299.71,1643600.0,0.0,299.709991,,675,2013-09-09 23:59:59.999989,297.22,299.96,296.6,299.71,1643600.0,0.0,SmaCross,675,735120.9999999999,Broker,675,9969.840000000002,9969.840000000002,BuySell,675,,,BuySell,675,,,DataTrades,675,,
676,AMZN,676,2013-09-10 23:59:59.999989,300.55,301.0,297.22,300.36,1778400.0,0.0,300.359985,,676,2013-09-10 23:59:59.999989,300.55,301.0,297.22,300.36,1778400.0,0.0,SmaCross,676,735121.9999999999,Broker,676,9669.290000000003,9969.650000000003,BuySell,676,292.7617,,BuySell,676,,,DataTrades,676,,
677,AMZN,677,2013-09-11 23:59:59.999989,298.91,301.86,297.84,299.64,1742600.0,0.0,299.640015,,677,2013-09-11 23:59:59.999989,298.91,301.86,297.84,299.64,1742600.0,0.0,SmaCross,677,735122.9999999999,Broker,677,9669.290000000003,9968.930000000002,BuySell,677,,,BuySell,677,,,DataTrades,677,,
678,AMZN,678,2013-09-12 23:59:59.999989,299.39,302.0,297.66,298.86,1606200.0,0.0,298.859985,,678,2013-09-12 23:59:59.999989,299.39,302.0,297.66,298.86,1606200.0,0.0,SmaCross,678,735123.9999999999,Broker,678,9669.290000000003,9968.150000000003,BuySell,678,,,BuySell,678,,,DataTrades,678,,
679,AMZN,679,2013-09-13 23:59:59.999989,300.14,300.22,296.2,297.92,1350600.0,0.0,297.920013,,679,2013-09-13 23:59:59.999989,300.14,300.22,296.2,297.92,1350600.0,0.0,SmaCross,679,735124.9999999999,Broker,679,9669.290000000003,9967.210000000003,BuySell,679,,,BuySell,679,,,DataTrades,679,,
680,AMZN,680,2013-09-16 23:59:59.999989,299.82,301.0,295.26,296.06,1808400.0,0.0,296.059998,,680,2013-09-16 23:59:59.999989,299.82,301.0,295.26,296.06,1808400.0,0.0,SmaCross,680,735127.9999999999,Broker,680,9669.290000000003,9965.350000000002,BuySell,680,,,BuySell,680,,,DataTrades,680,,
681,AMZN,681,2013-09-17 23:59:59.999989,297.63,304.65,296.01,304.17,2296500.0,0.0,304.170013,,681,2013-09-17 23:59:59.999989,297.63,304.65,296.01,304.17,2296500.0,0.0,SmaCross,681,735128.9999999999,Broker,681,9669.290000000003,9973.460000000003,BuySell,681,,,BuySell,681,,,DataTrades,681,,
682,AMZN,682,2013-09-18 23:59:59.999989,304.06,312.74,302.91,312.03,2946400.0,0.0,312.029999,,682,2013-09-18 23:59:59.999989,304.06,312.74,302.91,312.03,2946400.0,0.0,SmaCross,682,735129.9999999999,Broker,682,9669.290000000003,9981.320000000003,BuySell,682,,,BuySell,682,,,DataTrades,682,,
683,AMZN,683,2013-09-19 23:59:59.999989,313.77,314.54,311.04,312.06,2350900.0,0.0,312.059998,,683,2013-09-19 23:59:59.999989,313.77,314.54,311.04,312.06,2350900.0,0.0,SmaCross,683,735130.9999999999,Broker,683,9669.290000000003,9981.350000000002,BuySell,683,,,BuySell,683,,,DataTrades,683,,
684,AMZN,684,2013-09-20 23:59:59.999989,312.54,320.57,312.41,316.34,5302300.0,0.0,316.339996,,684,2013-09-20 23:59:59.999989,312.54,320.57,312.41,316.34,5302300.0,0.0,SmaCross,684,735131.9999999999,Broker,684,9669.290000000003,9985.630000000003,BuySell,684,,,BuySell,684,,,DataTrades,684,,
685,AMZN,685,2013-09-23 23:59:59.999989,314.01,315.9,308.77,311.49,1884900.0,0.0,311.48999,,685,2013-09-23 23:59:59.999989,314.01,315.9,308.77,311.49,1884900.0,0.0,SmaCross,685,735134.9999999999,Broker,685,9669.290000000003,9980.780000000002,BuySell,685,,,BuySell,685,,,DataTrades,685,,
686,AMZN,686,2013-09-24 23:59:59.999989,312.43,318.08,311.28,314.13,2033600.0,0.0,314.130005,,686,2013-09-24 23:59:59.999989,312.43,318.08,311.28,314.13,2033600.0,0.0,SmaCross,686,735135.9999999999,Broker,686,9669.290000000003,9983.420000000002,BuySell,686,,,BuySell,686,,,DataTrades,686,,
687,AMZN,687,2013-09-25 23:59:59.999989,314.53,316.71,310.75,312.65,2008600.0,0.0,312.649994,,687,2013-09-25 23:59:59.999989,314.53,316.71,310.75,312.65,2008600.0,0.0,SmaCross,687,735136.9999999999,Broker,687,9669.290000000003,9981.940000000002,BuySell,687,,,BuySell,687,,,DataTrades,687,,
688,AMZN,688,2013-09-26 23:59:59.999989,313.9,319.37,313.26,318.12,1989900.0,0.0,318.119995,,688,2013-09-26 23:59:59.999989,313.9,319.37,313.26,318.12,1989900.0,0.0,SmaCross,688,735137.9999999999,Broker,688,9669.290000000003,9987.410000000003,BuySell,688,,,BuySell,688,,,DataTrades,688,,
689,AMZN,689,2013-09-27 23:59:59.999989,316.92,317.21,313.35,316.01,1657500.0,0.0,316.01001,,689,2013-09-27 23:59:59.999989,316.92,317.21,313.35,316.01,1657500.0,0.0,SmaCross,689,735138.9999999999,Broker,689,9669.290000000003,9985.300000000003,BuySell,689,,,BuySell,689,,,DataTrades,689,,
690,AMZN,690,2013-09-30 23:59:59.999989,313.41,315.31,311.06,312.64,1623600.0,0.0,312.640015,,690,2013-09-30 23:59:59.999989,313.41,315.31,311.06,312.64,1623600.0,0.0,SmaCross,690,735141.9999999999,Broker,690,9669.290000000003,9981.930000000002,BuySell,690,,,BuySell,690,,,DataTrades,690,,
691,AMZN,691,2013-10-01 23:59:59.999989,314.22,321.0,313.65,320.95,2396400.0,0.0,320.950012,,691,2013-10-01 23:59:59.999989,314.22,321.0,313.65,320.95,2396400.0,0.0,SmaCross,691,735142.9999999999,Broker,691,9669.290000000003,9990.240000000003,BuySell,691,,,BuySell,691,,,DataTrades,691,,
692,AMZN,692,2013-10-02 23:59:59.999989,318.04,321.73,317.52,320.51,2217400.0,0.0,320.51001,,692,2013-10-02 23:59:59.999989,318.04,321.73,317.52,320.51,2217400.0,0.0,SmaCross,692,735143.9999999999,Broker,692,9669.290000000003,9989.800000000003,BuySell,692,,,BuySell,692,,,DataTrades,692,,
693,AMZN,693,2013-10-03 23:59:59.999989,320.39,322.92,313.02,314.76,2674800.0,0.0,314.76001,,693,2013-10-03 23:59:59.999989,320.39,322.92,313.02,314.76,2674800.0,0.0,SmaCross,693,735144.9999999999,Broker,693,9669.290000000003,9984.050000000003,BuySell,693,,,BuySell,693,,,DataTrades,693,,
694,AMZN,694,2013-10-04 23:59:59.999989,315.13,319.2,312.62,319.04,1815000.0,0.0,319.040009,,694,2013-10-04 23:59:59.999989,315.13,319.2,312.62,319.04,1815000.0,0.0,SmaCross,694,735145.9999999999,Broker,694,9669.290000000003,9988.330000000004,BuySell,694,,,BuySell,694,,,DataTrades,694,,
695,AMZN,695,2013-10-07 23:59:59.999989,315.24,315.34,309.74,310.03,2083200.0,0.0,310.029999,,695,2013-10-07 23:59:59.999989,315.24,315.34,309.74,310.03,2083200.0,0.0,SmaCross,695,735148.9999999999,Broker,695,9669.290000000003,9979.320000000003,BuySell,695,,,BuySell,695,,,DataTrades,695,,
696,AMZN,696,2013-10-08 23:59:59.999989,311.5,311.55,300.27,303.23,3166200.0,0.0,303.230011,,696,2013-10-08 23:59:59.999989,311.5,311.55,300.27,303.23,3166200.0,0.0,SmaCross,696,735149.9999999999,Broker,696,9669.290000000003,9972.520000000002,BuySell,696,,,BuySell,696,,,DataTrades,696,,
697,AMZN,697,2013-10-09 23:59:59.999989,303.42,303.5,296.5,298.23,3247400.0,0.0,298.230011,,697,2013-10-09 23:59:59.999989,303.42,303.5,296.5,298.23,3247400.0,0.0,SmaCross,697,735150.9999999999,Broker,697,9669.290000000003,9967.520000000002,BuySell,697,,,BuySell,697,,,DataTrades,697,,
698,AMZN,698,2013-10-10 23:59:59.999989,304.63,306.7,302.59,305.17,2555100.0,0.0,305.170013,,698,2013-10-10 23:59:59.999989,304.63,306.7,302.59,305.17,2555100.0,0.0,SmaCross,698,735151.9999999999,Broker,698,9669.290000000003,9974.460000000003,BuySell,698,,,BuySell,698,,,DataTrades,698,,
699,AMZN,699,2013-10-11 23:59:59.999989,304.77,310.93,303.84,310.89,2163100.0,0.0,310.890015,,699,2013-10-11 23:59:59.999989,304.77,310.93,303.84,310.89,2163100.0,0.0,SmaCross,699,735152.9999999999,Broker,699,9669.290000000003,9980.180000000002,BuySell,699,,,BuySell,699,,,DataTrades,699,,
700,AMZN,700,2013-10-14 23:59:59.999989,309.22,311.65,307.0,310.7,1939100.0,0.0,310.700012,,700,2013-10-14 23:59:59.999989,309.22,311.65,307.0,310.7,1939100.0,0.0,SmaCross,700,735155.9999999999,Broker,700,9669.290000000003,9979.990000000003,BuySell,700,,,BuySell,700,,,DataTrades,700,,
701,AMZN,701,2013-10-15 23:59:59.999989,309.87,310.79,305.26,306.4,2261100.0,0.0,306.399994,,701,2013-10-15 23:59:59.999989,309.87,310.79,305.26,306.4,2261100.0,0.0,SmaCross,701,735156.9999999999,Broker,701,9669.290000000003,9975.690000000002,BuySell,701,,,BuySell,701,,,DataTrades,701,,
702,AMZN,702,2013-10-16 23:59:59.999989,308.38,310.8,305.55,310.49,2170700.0,0.0,310.48999,,702,2013-10-16 23:59:59.999989,308.38,310.8,305.55,310.49,2170700.0,0.0,SmaCross,702,735157.9999999999,Broker,702,9669.290000000003,9979.780000000002,BuySell,702,,,BuySell,702,,,DataTrades,702,,
703,AMZN,703,2013-10-17 23:59:59.999989,307.07,311.0,305.24,310.77,2648400.0,0.0,310.769989,,703,2013-10-17 23:59:59.999989,307.07,311.0,305.24,310.77,2648400.0,0.0,SmaCross,703,735158.9999999999,Broker,703,9669.290000000003,9980.060000000003,BuySell,703,,,BuySell,703,,,DataTrades,703,,
704,AMZN,704,2013-10-18 23:59:59.999989,319.36,331.89,316.75,328.93,5969800.0,0.0,328.929993,,704,2013-10-18 23:59:59.999989,319.36,331.89,316.75,328.93,5969800.0,0.0,SmaCross,704,735159.9999999999,Broker,704,9669.290000000003,9998.220000000003,BuySell,704,,,BuySell,704,,,DataTrades,704,,
705,AMZN,705,2013-10-21 23:59:59.999989,329.89,330.0,323.8,326.44,2522300.0,0.0,326.440002,,705,2013-10-21 23:59:59.999989,329.89,330.0,323.8,326.44,2522300.0,0.0,SmaCross,705,735162.9999999999,Broker,705,9669.290000000003,9995.730000000003,BuySell,705,,,BuySell,705,,,DataTrades,705,,
706,AMZN,706,2013-10-22 23:59:59.999989,327.72,337.11,325.68,332.54,3935500.0,0.0,332.540009,,706,2013-10-22 23:59:59.999989,327.72,337.11,325.68,332.54,3935500.0,0.0,SmaCross,706,735163.9999999999,Broker,706,9669.290000000003,10001.830000000004,BuySell,706,,,BuySell,706,,,DataTrades,706,,
